"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN","WT01","WT02","WT03","WT04","WT05","WT07","WT08","WT09","WT10","WT11","WT13","WT16","WT18","WT19","WT21","WT22"
"USC00043875","HEALDSBURG, CA US","2006-05-03","0.00",,"84","46",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-05-04","0.00",,"73","50",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-05-05","0.00",,"73","51",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-05-06","0.00",,"78","47",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-05-07","0.00",,"85","46",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-05-08","0.00",,"86","46",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-05-09","0.00",,"92","51",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-05-10","0.00",,"95","49",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-05-11","0.00",,"95","48",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-05-12","0.00",,"89","49",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-05-13","0.00",,,,,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-05-14","0.00",,"100","46",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-05-15","0.00",,"93","58",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-05-16","0.00",,"89","53",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-05-17","0.00",,"77","47",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-05-18","0.00",,"76","49",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-05-19","0.10",,"64","52",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-05-20","0.00",,"73","43",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-05-21","0.22",,"70","50",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-05-22","0.12",,"69","51",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-05-23","0.08",,"68","56",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-05-24","0.03",,"77","58",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-05-25","0.00",,"77","50",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-05-26","0.00",,"74","51",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-05-27","0.00",,"72","44",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-05-28","0.00",,"80","51",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-05-29","0.00",,"83","43",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-05-30","0.00",,"85","49",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-05-31","0.00",,"86","49",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-06-01","0.00",,"85","56",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-06-02","0.00",,"84","61",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-06-03","0.00",,"95","56",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-06-04","0.00",,"91","61",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-06-05","0.00",,"85","53",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-06-06","0.00",,"93","51",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-06-07","0.00",,"91","53",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-06-08","0.00",,"89","51",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-06-09","0.00",,"85","52",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-06-10","0.00",,"82","48",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-06-11","0.00",,"72","46",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-06-12","0.00",,"71","56",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-06-13","0.00",,"71","58",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-06-14","0.00",,"78","47",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-06-15","0.00",,"89","55",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-06-16","0.00",,"98","65",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-06-17","0.00",,"98","60",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-06-18","0.00",,"95","53",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-06-19","0.00",,"95","52",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-06-20","0.00",,"94","60",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-06-21","0.00",,"103","64",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-06-22","0.00",,"107","65",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-06-23","0.00",,"97","65",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-06-24","0.00",,,,,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-06-25","0.00",,"90","66",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-06-26","0.00",,"94","57",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-06-27","0.00",,"80","58",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-06-28","0.00",,"78","60",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-06-29","0.00",,"86","57",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-06-30","0.00",,"86","57",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-07-01","0.00",,"90","56",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-07-02","0.00",,"85","52",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-07-03","0.00",,"86","52",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-07-04","0.00",,,,,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-07-05","0.00",,"88","52",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-07-06","0.00",,"89","52",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-07-07","0.00",,"97","51",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-07-08","0.00",,"101","54",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-07-09","0.00",,,,,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-07-10","0.00",,"99","53",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-07-11","0.00",,"88","52",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-07-12","0.00",,"89","52",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-07-13","0.00",,"96","56",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-07-14","0.00",,"94","53",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-07-15","0.00",,"93","54",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-07-16","0.00",,"101","55",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-07-17","0.00",,"108","55",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-07-18","0.00",,"99","60",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-07-19","0.00",,"88","60",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-07-20","0.00",,"100","60",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-07-21","0.00",,"105","64",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-07-22","0.00",,"112","67",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-07-23","0.00",,"112","68",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-07-24","0.00",,"106","62",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-07-25","0.00",,"104","60",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-07-26","0.00",,"95","59",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-07-27","0.00",,"87","57",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-07-28","0.00",,"83","56",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-07-29","0.00",,"84","57",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-07-30","0.00",,"90","57",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-07-31","0.00",,"89","54",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-08-01","0.00",,"90","53",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-08-02","0.00",,"88","53",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-08-03","0.00",,"89","52",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-08-04","0.00",,"88","54",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-08-05","0.00",,"83","53",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-08-06","0.00",,"87","51",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-08-07","0.00",,"78","56",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-08-08","0.00",,"91","52",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-08-09","0.00",,"103","56",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-08-10","0.00",,"93","56",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-08-11","0.00",,"85","51",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-08-12","0.00",,"86","52",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-08-13","0.00",,"85","54",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-08-14","0.00",,"82","55",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-08-15","0.00",,"79","56",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-08-16","0.00",,"84","53",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-08-17","0.00",,"91","49",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-08-18","0.00",,"85","52",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-08-19","0.00",,"84","54",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-08-20","0.00",,"77","52",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-08-21","0.00",,"84","53",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-08-22","0.00",,"91","48",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-08-23","0.00",,"91","53",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-08-24","0.00",,"89","50",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-08-25","0.00",,"80","55",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-08-26","0.00",,,,,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-08-27","0.00",,"82","53",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-08-28","0.00",,"84","52",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-08-29","0.00",,"84","55",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-08-30","0.00",,"91","47",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-08-31","0.00",,"96","52",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-09-01","0.00",,"84","54",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-09-02","0.00",,"84","52",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-09-03","0.00",,"74","52",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-09-04","0.00",,"81","53",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-09-05","0.00",,"91","52",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-09-06","0.00",,"90","52",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-09-07","0.00",,"84","51",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-09-08","0.00",,"83","54",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-09-09","0.00",,"78","55",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-09-10","0.00",,"87","54",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-09-11","0.00",,"94","49",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-09-12","0.00",,"99","52",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-09-13","0.00",,"82","57",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-09-14","0.00",,"81","53",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-09-15","0.00",,"76","53",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-09-16","0.00",,"81","47",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-09-17","0.00",,"90","52",,,,,,,,,,,,,,,,
"USC00043875","HEALDSBURG, CA US","2006-09-18","0.00",,"88","48",,,,,,,,,,,,,,,,
