"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN","WT01","WT03","WT04","WT05","WT06","WT08","WT09","WT11","WT14","WT16","WT18"
"USC00043578","GRATON, CA US","1987-03-29","0.00",,"79","36",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-03-30","0.00",,"77","36",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-03-31","0.00",,"78","37",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-04-01","0.00",,"77","37",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-04-02","0.14",,"72","46",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-04-03","0.04",,"68","40",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-04-04","0.00",,"66","37",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-04-05","0.00",,"72","35",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-04-06","0.00",,"71","37",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-04-07","0.00",,"72","40",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-04-08","0.00",,"77","42",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-04-09","0.00",,"85","42",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-04-10","0.00",,"83","40",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-04-11","0.00",,"77","44",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-04-12","0.00",,"74","35",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-04-13","0.00",,"75","37",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-04-14","0.00",,"79","38","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-04-15","0.00",,"78","37",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-04-16","0.00",,"87","40",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-04-17","0.00",,"85","42","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-04-18","0.00",,"69","38",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-04-19","0.00",,"68","33",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-04-20","0.00",,"77","38",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-04-21","0.00",,"83","40",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-04-22","0.00",,"88","39",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-04-23","0.00",,"83","42","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-04-24","0.00",,"66","42","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-04-25","0.00",,"75","37",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-04-26","0.00",,"81","39","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-04-27","0.00",,"70","43","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-04-28","0.00",,"82","45","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-04-29","0.00",,"72","41","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-04-30","0.14",,"67","49",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-05-01","0.00",,"66","46",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-05-02","0.00",,"68","39",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-05-03","0.00",,"76","43",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-05-04","0.00",,"84","44",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-05-05","0.00",,"87","48",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-05-06","0.00",,"95","50",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-05-07","0.00",,"96","49",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-05-08","0.00",,"95","48",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-05-09","0.00",,"76","52",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-05-10","0.00",,"80","49","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-05-11","0.00",,"89","45",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-05-12","0.00",,"81","47",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-05-13","0.00",,"96","53",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-05-14","0.00",,"92","52",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-05-15","0.00",,"95","53",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-05-16","0.00",,"85","47",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-05-17","0.00",,"77","45","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-05-18","0.00",,"70","49","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-05-19","0.00",,"68","48","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-05-20","0.00",,"67","45",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-05-21","0.00",,"68","46","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-05-22","0.00",,"70","43","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-05-23","0.00",,"73","41","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-05-24","0.00",,"73","40","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-05-25","0.18",,"72","43",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-05-26","0.00",,"71","41",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-05-27","0.00",,"75","40",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-05-28","0.00",,"74","41",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-05-29","0.00",,"80","42",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-05-30","0.00",,"71","43",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-05-31","0.00",,"75","54",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-06-01","0.00",,"81","44",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-06-02","0.00",,"94","48",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-06-03","0.00",,"98","50",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-06-04","0.00",,"76","55",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-06-05","0.00",,"71","51",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-06-06","0.00",,"82","47",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-06-07","0.00",,"84","48",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-06-08","0.00",,"76","49",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-06-09","0.00",,"79","45",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-06-10","0.00",,"78","46",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-06-11","0.00",,"78","42",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-06-12","0.00",,"77","43",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-06-13","0.00",,"95","49",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-06-14","0.00",,"65","54",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-06-15","0.01",,"65","55",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-06-16","0.03",,"74","46",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-06-17","0.00",,"78","40",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-06-18","0.00",,"79","43",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-06-19","0.00",,"78","45",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-06-20","0.00",,"75","43",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-06-21","0.00",,"76","53",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-06-22","0.00",,"84","43",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-06-23","0.00",,"92","45",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-06-24","0.00",,"84","45",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-06-25","0.00",,"91","46",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-06-26","0.00",,"84","49",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-06-27","0.00",,"77","53",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-06-28","0.00",,"69","53",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-06-29","0.00",,"69","52",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-06-30","0.00",,"71","51",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-07-01","0.00",,"73","54","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-07-02","0.00",,"74","43","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-07-03","0.00",,"78","43","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-07-04","0.00",,"80","42",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-07-05","0.00",,"84","45",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-07-06","0.00",,"87","46",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-07-07","0.00",,"91","50",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-07-08","0.00",,"100","53",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-07-09","0.00",,"96","52",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-07-10","0.00",,"87","51",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-07-11","0.00",,"80","54",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-07-12","0.00",,"76","55","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-07-13","0.00",,"73","52","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-07-14","0.00",,"80","51","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-07-15","0.00",,"78","53","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-07-16","0.00",,"72","54","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-07-17","0.00",,"86","46",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-07-18","0.00",,"79","44",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-07-19","0.00",,"75","41","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-07-20","0.00",,"80","45","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-07-21","0.00",,"76","50",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-07-22","0.00",,"70","43",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-07-23","0.00",,"80","50","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-07-24","0.00",,"75","52","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-07-25","0.00",,"83","44",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-07-26","0.00",,"84","42",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-07-27","0.00",,"84","43",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-07-28","0.00",,"87","44",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-07-29","0.00",,"89","44",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-07-30","0.00",,"85","44",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-07-31","0.00",,"88","45",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-08-01","0.00",,"95","50",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-08-02","0.00",,"97","46",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-08-03","0.00",,"94","49","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-08-04","0.00",,"80","47","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-08-05","0.00",,"79","50","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-08-06","0.00",,"81","47","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-08-07","0.00",,"74","50","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-08-08","0.00",,"75","54","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-08-09","0.00",,"77","50","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-08-10","0.00",,"77","50","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-08-11","0.00",,"72","51","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-08-12","0.00",,"76","53","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-08-13","0.00",,"74","52","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-08-14","0.00",,"71","48","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-08-15","0.00",,"77","47","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-08-16","0.00",,"77","48","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-08-17","0.00",,"81","52","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-08-18","0.00",,"78","53","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-08-19","0.00",,"71","55","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-08-20","0.00",,"76","41",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-08-21","0.00",,"75","46","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-08-22","0.00",,"75","45",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-08-23","0.00",,"78","43",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-08-24","0.00",,"80","50","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-08-25","0.00",,"81","54","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-08-26","0.00",,"79","54","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-08-27","0.00",,"73","54","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-08-28","0.00",,"81","53","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-08-29","0.00",,"87","47",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-08-30","0.00",,"91","51","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-08-31","0.00",,"79","55","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-09-01","0.00",,"78","56","    1","    1",,,,,,,,,
"USC00043578","GRATON, CA US","1987-09-02","0.01",,"82","51",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-09-03","0.00",,"87","52","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-09-04","0.00",,"78","52","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-09-05","0.00",,"70","49",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-09-06","0.00",,"77","49","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-09-07","0.00",,"74","46","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-09-08","0.00",,"80","44",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-09-09","0.00",,"92","51","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-09-10","0.00",,"71","45",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-09-11","0.00",,"82","42",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-09-12","0.00",,"82","40",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-09-13","0.00",,"76","46","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-09-14","0.00",,"70","51",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-09-15","0.00",,"82","45",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-09-16","0.00",,"85","43",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-09-17","0.00",,"89","42",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-09-18","0.00",,"83","45","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-09-19","0.00",,"77","47","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-09-20","0.00",,"83","40","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-09-21","0.00",,"90","41",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-09-22","0.00",,"87","44","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-09-23","0.00",,"76","51","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-09-24","0.00",,"73","48","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-09-25","0.00",,"82","47","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-09-26","0.00",,"81","44",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-09-27","0.00",,"87","42",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-09-28","0.00",,"88","40",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-09-29","0.00",,"89","44",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-09-30","0.00",,"94","47",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-10-01","0.00",,"86","50","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-10-02","0.00",,"79","50","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-10-03","0.00",,"87","44",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-10-04","0.00",,"95","46",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-10-05","0.00",,"102","48",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-10-06","0.00",,"102","47",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-10-07","0.00",,"96","51","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-10-08","0.00",,"73","45","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-10-09","0.00",,"77","49","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-10-10","0.00",,"72","47",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-10-11","0.00",,"76","42","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-10-12","0.00",,"79","45",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-10-13","0.00",,"75","45","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-10-14","0.00",,"69","47","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-10-15","0.00",,"70","46","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-10-16","0.00",,"73","48","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-10-17","0.00",,"75","41","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-10-18","0.00",,"87","38",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-10-19","0.00",,"91","40","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-10-20","0.00",,"72","44","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-10-21","0.00",,"70","47",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-10-22","0.00",,"76","49",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-10-23","0.34",,"62","54","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-10-24","0.02",,"70","52",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-10-25","0.00",,"77","46",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-10-26","0.00",,"83","45",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-10-27","0.00",,"85","50",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-10-28","1.07",,"79","57",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-10-29","0.12",,"70","57",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-10-30","0.00",,"67","48","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-10-31","0.00",,"69","50",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-11-01","0.00",,"73","48",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-11-02","0.00",,"71","41",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-11-03","0.00",,"63","37",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-11-04","0.00",,"71","39",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-11-05","0.01",,"70","42",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-11-06","0.00",,"58","51",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-11-07","0.00",,"63","51",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-11-08","0.00",,"70","39",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-11-09","0.42",,"70","43",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-11-10","0.00",,"68","38","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-11-11","0.00",,"68","36","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-11-12","0.00",,"74","39",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-11-13","0.64",,"70","43",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-11-14","0.00",,"70","37",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-11-15","0.00",,"64","32",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-11-16","0.00",,"64","36",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-11-17","0.79",,"60","49",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-11-18","0.20",,"58","46",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-11-19","0.00",,"68","42","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-11-20","0.37",,"68","43",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-11-21","0.75",,"58","36",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-11-22","0.00",,"63","31",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-11-23","0.00",,"66","33",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-11-24","0.00",,"66","37",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-11-25","0.00",,"67","32",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-11-26","0.00",,"64","29",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-11-27","0.00",,"64","28",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-11-28","0.01",,"59","30",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-11-29","0.00",,"63","32",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-11-30","1.11",,"58","35",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-12-01","1.20",,"55","46",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-12-02","1.15",,"59","54",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-12-03","0.42",,"59","56",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-12-04","0.12",,"63","53",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-12-05","0.66",,"56","47",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-12-06","1.14",,"59","52",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-12-07","0.20",,"61","38","    1",,,"    1",,,,,,,
"USC00043578","GRATON, CA US","1987-12-08","1.51",,"58","40",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-12-09","1.80",,"57","48",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-12-10","0.28",,"61","56",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-12-11","0.03",,"66","32",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-12-12","0.00",,"61","28",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-12-13","0.00",,"57","29",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-12-14","0.00",,"53","27",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-12-15","0.00",,"55","31",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-12-16","0.14",,"50","39",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-12-17","0.59",,"46","40",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-12-18","0.00",,"61","31","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-12-19","0.02",,"53","31",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-12-20","0.00",,"62","32","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-12-21","0.07",,"55","34",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-12-22","0.18",,"50","44",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-12-23","0.00",,"56","29",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-12-24","0.00",,"54","30",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-12-25","0.00",,"54","27",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-12-26","0.00",,"62","26","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-12-27","0.01",,"51","27",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-12-28","0.47",,"45","41",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-12-29","0.18",,"54","38",,,,,,,,,,,
"USC00043578","GRATON, CA US","1987-12-30","0.00",,"50","29","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1987-12-31","0.00",,"50","28","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1988-01-01","0.00",,"54","26","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1988-01-02","0.11",,"45","30",,,,,,,,,,,
"USC00043578","GRATON, CA US","1988-01-03","0.90",,"44","36",,,,,,,,,,,
"USC00043578","GRATON, CA US","1988-01-04","3.47",,"45","40",,,,,,,,,,,
"USC00043578","GRATON, CA US","1988-01-05","0.25",,"48","44","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1988-01-06","0.03",,"56","39","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1988-01-07","0.00",,"50","39","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1988-01-08","0.58",,"50","40","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1988-01-09","0.26",,"54","43",,,,,,,,,,,
"USC00043578","GRATON, CA US","1988-01-10","0.05",,"56","49",,,,,,,,,,,
"USC00043578","GRATON, CA US","1988-01-11","0.49",,"55","37",,,,,,,,,,,
"USC00043578","GRATON, CA US","1988-01-12","0.00",,"57","29",,,,,,,,,,,
"USC00043578","GRATON, CA US","1988-01-13","0.00",,"55","30",,,,,,,,,,,
"USC00043578","GRATON, CA US","1988-01-14","0.00",,"58","36",,,,,,,,,,,
"USC00043578","GRATON, CA US","1988-01-15","0.60",,"54","39",,,,,,,,,,,
"USC00043578","GRATON, CA US","1988-01-16","1.34",,"53","41",,"    1",,"    1",,,,,,,
"USC00043578","GRATON, CA US","1988-01-17","0.46",,"60","41",,,,,,,,,,,
"USC00043578","GRATON, CA US","1988-01-18","0.01",,"50","36",,,,,,,,,,,
"USC00043578","GRATON, CA US","1988-01-19","0.00",,"61","31",,,,,,,,,,,
"USC00043578","GRATON, CA US","1988-01-20","0.00",,"64","31","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1988-01-21","0.00",,"60","32","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1988-01-22","0.00",,"69","32",,,,,,,,,,,
"USC00043578","GRATON, CA US","1988-01-23","0.00",,"67","35",,,,,,,,,,,
"USC00043578","GRATON, CA US","1988-01-24","0.00",,"67","35",,,,,,,,,,,
"USC00043578","GRATON, CA US","1988-01-25","0.00",,"68","32","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1988-01-26","0.00",,"67","34",,,,,,,,,,,
"USC00043578","GRATON, CA US","1988-01-27","0.00",,"66","34","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1988-01-28","0.00",,"63","35","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1988-01-29","1.08",,"59","42",,,,,,,,,,,
"USC00043578","GRATON, CA US","1988-01-30","0.14",,"58","33",,,,,,,,,,,
"USC00043578","GRATON, CA US","1988-01-31","0.00",,"60","29",,,,,,,,,,,
"USC00043578","GRATON, CA US","1988-02-01","0.08",,"57","27","    1",,,,,,,,,,
"USC00043578","GRATON, CA US","1988-02-02","0.00",,"55","27",,,,,,,,,,,
