"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT10","WT11","WT13","WT14","WT16","WT18","WT21","WT22"
"USC00047965","SANTA ROSA, CA US","1996-06-02","0.00",,"96","57",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-06-03","0.00",,"89","59",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-06-04","0.00",,"82","52",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-06-05","0.00",,"90","57",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-06-06","0.00",,"89","54",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-06-07","0.00",,"80","53",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-06-08","0.00",,"85","49",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-06-09","0.00",,"89","57",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-06-10","0.00",,"82","52",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-06-11","0.00",,"76","52",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-06-12","0.00",,"76","51",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-06-13","0.00",,"72","48",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-06-14","0.00",,"75","48",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-06-15","0.00",,"75","48",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-06-16","0.00",,"73","50",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-06-17","0.00",,"81","46",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-06-18","0.00",,"82","57",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-06-19","0.00",,"81","55",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-06-20","0.00",,"78","49",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-06-21","0.00",,"74","49",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-06-22","0.00",,"79","50",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-06-23","0.00",,"86","58",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-06-24","0.00",,"74","53",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-06-25","0.00",,"71","49",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-06-26","0.00",,"70","51",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-06-27","0.00",,"69","54",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-06-28","0.00",,"79","49",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-06-29","0.00",,"90","56",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-06-30","0.00",,"98","59",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-07-01","0.00",,"99","61",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-07-02","0.00",,"85","51",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-07-03","0.00",,"82","52",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-07-04","0.00",,"81","52",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-07-05","0.00",,"85","52",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-07-06","0.00",,"88","55",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-07-07","0.00",,"75","52",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-07-08","0.00",,"76","52",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-07-09","0.00",,"82","52",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-07-10","0.00",,"81","52",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-07-11","0.00",,"76","50",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-07-12","0.00",,"78","50",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-07-13","0.00",,"76","51",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-07-14","0.00",,"72","52",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-07-15","0.00",,"69","54",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-07-16","0.00",,"71","55",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-07-17","0.00",,"78","52",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-07-18","0.00",,"85","52",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-07-19","0.00",,"90","52",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-07-20","0.00",,"95","52",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-07-21","0.00",,"92","60",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-07-22","0.00",,"85","51",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-07-23","0.00",,"76","53",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-07-24","0.00",,"78","50",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-07-25","0.00",,"86","51",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-07-26","0.00",,"78","50",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-07-27","0.00",,"85","50",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-07-28","0.00",,"93","50",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-07-29","0.00",,"91","55",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-07-30","0.00",,"85","52",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-07-31","0.00",,"89","56",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-08-01","0.00",,"74","51",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-08-02","0.00",,"90","60",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-08-03","0.00",,"91","53",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-08-04","0.00",,"85","54",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-08-05","0.00",,"80","51",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-08-06","0.00",,"73","54",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-08-07","0.00",,"74","52",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-08-08","0.00",,"88","50",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-08-09","0.00",,"99","50",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-08-10","0.00",,"86","51",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-08-11","0.00",,"96","60",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-08-12","0.00",,"96","61",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-08-13","0.00",,"92","58",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-08-14","0.00",,"80","52",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-08-15","0.00",,"86","50",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-08-16","0.00",,"84","51",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-08-17","0.00",,"73","52",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-08-18","0.00",,"81","52",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-08-19","0.00",,"74","49",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-08-20","0.00",,"79","49",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-08-21","0.00",,"85","54",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-08-22","0.00",,"87","49",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-08-23","0.00",,"87","50",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-08-24","0.00",,"69","59",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-08-25","0.00",,"74","49",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-08-26","0.00",,"72","53",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-08-27","0.00",,"78","51",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-08-28","0.00",,"87","55",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-08-29","0.00",,"92","55",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-08-30","0.00",,"96","58",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-08-31","0.00",,"88","53",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-09-01","0.00",,"80","51",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-09-02","0.00",,"73","54",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-09-03","0.00",,"66","52",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-09-04","0.00",,"79","52",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-09-05","0.00",,"82","49",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-09-06","0.00",,"86","51",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-09-07","0.00",,"91","50",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-09-08","0.00",,"91","50",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-09-09","0.00",,"87","50",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-09-10","0.00",,"84","49",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-09-11","0.00",,"68","51",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-09-12","0.00",,"72","51",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-09-13","0.00",,"73","56",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-09-14","0.00",,"75","50",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-09-15","0.05",,"74","58",,,,,,,,,,,,,,,,
"USC00047965","SANTA ROSA, CA US","1996-09-16","0.00",,"78","49",,,,,,,,,,,,,,,,
